Area;ALTA;ALTm;TPI100;TPI100m;TPI500;TPI500m;TPI1000;TPI1000m;ALTrA;ALTrB;SLO;SLOm;SLOga;SLOt;SLOst;SLOpi;INCr45-15;ASP;ASPm;HYDROE;HYDROEm;HYDROC;HYDROCm;HYDROV;WET;WETm;WETv;GEOLE;GEOLEm;GEOLC;GEOLCm;GEOLV;CPFPCGs;CPFPCDs;CPFPCGc;CPFPCDc;VISC;VISZ;VISPR;VISPRm;LCPC;LCPCm;TOTINS;TOTINSm;DIRINS;DIRINSm;DIFINS;DIFINSm;WIND;WINDm
Central Mountain ranges;716;713;4,87;-0,22;4,31;-3,6285;4,31;3,6436;0,972826087;1,046783626;12,4879;12,7071;7,055630936;17,76649746;0,341663413;7,123287671;9,675121161;331,699;328,183;1221,17;1226,5;3889,486057;3880,981908;0;246;210,34;1732,580981;8721,56;8711,88;25871,33287;25893,20754;0;0;22187579,85;8477,947522;0;5702062,118;5391465,611;3;2;190,4345495;196,9801557;3,5421;3,45483;2,6316;2,5469;0,9105;0,907929;1,2256;1,20658
Central Mountain ranges;747;746;1,42;0,11;1,18;-4,831949853;2;0,831472532;0,98678996;0,993351064;2,94688;2,98902;0,787401575;4,926108374;0,153940887;4,260985353;9,109373516;150,945;164,245;1463,73;1474,4;4658,569488;4689,658657;18015,64836;718,05;748,46;37811,67283;8213,48;8212,54;25213,98539;25194,7436;32426,13836;0;23343769,83;10735,61323;0;15290254,74;9802846,599;8;8;108,150923;109,0547329;4,6189;4,66248;3,6934;3,73721;0,9255;0,925277;1,2227;1,2231
Central Mountain ranges;754;755;3,42;-1,21;3,47;6,949851939;3,47;10,53765316;0,989501312;1,089595376;6,90135;5,67978;12,89134438;10,65292096;0,66580756;2,099737533;8,864560278;321,71;308,404;1275,98;1285,97;4807,028971;4842,363303;582387,8189;1998,91;1985,57;223150,4271;8776,28;8777,64;26822,20705;26818,45618;498958,1539;0;23178418,29;10399,23429;0;24908564,72;25861883,1;27;29;132,150923;129,0729563;3,9545;4,10346;3,0312;3,17895;0,9233;0,924506;1,3099;1,30996
Central Mountain ranges;750;749;0,2;-0,2;0,39;10,54182961;0,39;14,20074073;0,984251969;1,047486034;4,99861;5,0393;11,73469388;9,440559441;0,337162837;3,679369251;8,942494186;210,964;212,087;1261,2;1271,79;4740,212137;4766,432738;393,252041;1694,53;1664,33;8608,252255;8852,86;8854,19;26917,535;26895,59446;456555,6915;0;23216168,12;9391,727006;0;11006137,5;10909298,41;8;8;39,0004;23,02968785;4,7897;4,78089;3,8652;3,85667;0,9246;0,924257;1,2698;1,26235
Central Mountain ranges;727;726;6,27;-0,22;6,37;12,05301708;6,37;15,30582511;0,990463215;1,069117647;11,5347;9,89441;14,59459459;16,73819742;0,452383714;5,040871935;8,622232742;300,964;311,162;1084,55;1089,74;3499,483657;3531,040231;0;629,63;613,3;22913,21649;8693,86;8692,11;25956,2011;25934,55887;0;9155,31554;15982900,91;1295,437235;0;1320662,257;1493864,256;5;6;61;52,6254984;3,9105;3,86877;2,9973;2,95376;0,9132;0,91503;1,271;1,26733
Central Mountain ranges;724;724;-1,47;-1,38;-1,31;2,206603662;-1,31;5,280150186;0,97311828;1,031339031;2,46287;2,35921;8,4;8,540925267;0,149840794;7,776261937;10,10512768;144,462;151,218;1275;1283,21;4097,953463;4117,27144;0;468,11;469,56;0;8990,27;8993,23;26901,34121;26890,71881;0;0;21864832,4;7349,025538;0;7323240,612;1652287,37;1;1;191,0006;190,2759628;4,6109;4,61111;3,6892;3,68933;0,9217;0,921773;1,1816;1,18409
Central Mountain ranges;725;724;0,2;-0,26;0,16;-2,907268345;0,16;0,061370244;0,978407557;1,058394161;3,16105;2,99408;6,913580247;8,280254777;0,376375217;3,001364256;8,096274878;275,194;275,779;850;844,337;2798,315935;2783,34811;0;1118,45;1107,67;179,452618;8977,09;8984;26816,07747;26825,61136;9737,871185;0;22325142,46;10648,45676;0;42823699,65;51017511,3;7;7;96,15092303;106,1277817;4,427;4,4066;3,5054;3,48501;0,9215;0,921512;1,1662;1,16515
Central Mountain ranges;723;722;-0,33;-1,24;-0,39;-2,780586964;-0,39;4,785595075;0,975708502;1,060117302;2,56064;3,11999;6,916764361;9,440559441;9,440559441;0,136798906;8,311592735;243,435;244,797;850,368;839,326;2779,983457;2736,303145;0;970,45;928,52;29,125111;9047,55;9041,76;26948,07787;26983,63821;0;0;22064726,87;8898,210314;0;5121065,941;3112526,144;7;7;60,81118318;68,79391432;4,5203;4,49897;3,5987;3,57774;0,9216;0,921248;1,117;1,10608
Central Mountain ranges;713;711;-0,78;0,43;-0,04;6,235923191;-0,04;6,15474164;0,97271487;1,051622419;5,73889;5,4507;7,971014493;12,15805471;12,15805471;0,137551582;8,311094306;174,289;163,484;625;613,041;2124,03608;2080,487333;15114,08806;931,33;887,86;4782,088831;8967,72;8967,08;26933,81089;26899,67529;23315,23813;0;22248919,87;8295,521598;0;10944694,96;5805313,102;17;16;231,0002;237,8249079;4,8628;4,83159;3,9447;3,91379;0,9181;0,917785;1,1054;1,0783
Central Mountain ranges;702;702;-1,02;-1,16;-1,45;-2,516506242;-1,45;-2,837371679;0,979079498;1,050898204;1,28096;1,69395;9,760956175;9,61038961;9,61038961;0,139664804;8,860794541;26,5651;11,5937;1102,55;1114,75;3689,82559;3721,118338;0;667;632,46;20559,50491;6856,57;6849,03;20875,30659;20907,19225;0;0;23301184,67;9542,250136;0;7377328,723;7545840,105;21;20;43;60,5251512;4,3328;4,29694;3,4144;3,37859;0,9185;0,918405;1,2131;1,2166
Central Mountain ranges;759;758;3,27;0,76;3,16;8,0557;3,16;12,0141;0,996062992;1,108029197;5,38932;5,14153;14,44652908;11,39705882;0,438348416;3,412073491;8,505747812;327,995;322,699;1300;1299,34;4981,732973;4975,465534;684401,9839;2777,57;2756,02;303713,5814;8625;8633,91;26352,47622;26358,85336;23805,80993;0;22321148,42;8378,397131;0;7628603,168;2104856,08;47;45;409;404,7641766;4,0625;4,11055;3,1369;3,18468;0,9256;0,925863;1,3136;1,31241
Central Mountain ranges;649;649;-4,49;-0,64;-4,22;-5,847795978;-4,22;-22,74412752;0,939218524;1,010903427;5,49363;6,84971;9,477756286;15,70680628;0,461964891;5,029585799;12,04764966;152,103;169,962;35,3553;40,1596;320,5548699;316,364824;25473,46145;652,31;629,12;0;8049,3;8047,1;24362,46335;24333,45437;0;0;20327262,91;8311,819425;0;14884979,02;3151221,08;0;0;269,3107832;224,9625683;4,5533;4,7242;3,6443;3,81753;0,909;0,906668;0,9233;0,932775
Central Mountain ranges;710;709;-1,09;0,89;-0,82;7,470098107;-0,82;14,87400217;0,960757781;1,024531025;4,86682;5,66057;7,00152207;10,08902077;0,531001093;2,588555858;10,78470785;220,236;188,926;1391,49;1391,43;4567,842966;4572,990203;0;694,71;648,91;2052,792846;8653,36;8644;25811,24399;25850,65869;0;0;23161294,2;10940,13569;0;27463560,16;2947706,28;1;1;0;36,56464757;4,6004;4,7195;3,6817;3,80181;0,9187;0,917726;1,058;1,03891
Central Mountain ranges;720;720;0,04;-5,63;-0,59;-22,01439645;-0,59;-27,14123958;0,975609756;1,044992743;3,61888;4,28259;6,824512535;10,46025105;0,307654443;4,632152589;9,191016499;18,4349;110,842;975;974,812;3121,607445;3121,183884;0;1061,12;1052,71;1184,157563;8898,1;8896,18;26574,7029;26552,903;0;0;22085086,82;8352,773118;0;991355,3158;1194706,902;0;0;80,0006;78,62420411;4,1498;4,09456;3,2292;3,17434;0,9206;0,92022;1,1661;1,17331
Central Mountain ranges;725;725;0,76;5,03;0,49;39,49863733;0,49;65,56929974;0,982384824;1,061493411;4,29864;4,75273;6,756756757;11,86440678;0,65913371;2,455661664;8,21524043;356,186;343,137;900;888,817;2931,159067;2902,766673;0;1290,85;1314,38;4467,115645;8906,77;8914,58;26637,07747;26635,68107;0;0;22016218,29;7240,447922;0;10589355,44;5287933,684;3;4;43;56,24645862;4,0566;4,01882;3,1358;3,09833;0,9209;0,920541;1,1892;1,19808
Central Mountain ranges;703;703;-1,42;-0,37;-1,86;1,729487834;-1,86;22,28849811;0,952574526;1,023289665;1,21524;2,13284;7,715582451;8,387096774;0,246679317;4,696132597;11,38618933;45;28,099;1290,59;1286,87;4114,963882;4111,989811;0;164,88;198,16;1424,287041;8689,25;8684,67;25898,86187;25863,3669;0;0;22152263,58;8345,555633;0;482353,0823;330135,1565;1;1;265,653123;261,7790265;4,4194;4,26584;3,5007;3,34768;0,9187;0,918118;1,065;1,07691
Central Mountain ranges;735;735;-0,62;0,63;-0,33;1,206319802;-0,33;7,78732577;0,967105263;1,042553191;4,52023;4,44808;10,35781544;7,692307692;0,320512821;3,204272363;9,410266226;124,695;123,735;1231,36;1240,59;4082,627045;4101,88591;260,476822;534,08;512,38;11883,16018;9465,53;9467,84;28290,38829;28284,80212;23299,07149;0;22651746,08;9373,926741;0;8526311,073;6896718,912;9;9;39,0004;49,11267308;4,6076;4,60993;3,6848;3,68709;0,9228;0,922847;1,1787;1,18605
Central Mountain ranges;722;721;-1,58;-3,31;-1,45;-6,595576135;-1,45;-1,676982085;0,956291391;1,02266289;3,45734;2,69689;7,335329341;9,198813056;9,198813056;0,134048257;11,20608942;155,556;175,529;1011,19;1001,72;3433,752171;3402,600125;0;111,5;93,95;1009,591561;9473,55;9470,56;28276,82;28250,32615;0;0;22924355,94;9377,502278;0;23742674,18;22244762,66;4;4;53,5002;85,65232412;4,6102;4,57973;3,6888;3,65823;0,9214;0,92146;1,0434;1,05816
Central Mountain ranges;735;735;1,27;-1,23;1,73;7,562564878;1,73;17,48315361;0,974801061;1,05;3,61888;2,96756;8,231707317;9,290953545;9,290953545;0,134589502;9,031279323;161,565;192,377;1475;1478,38;4651,114589;4667,274155;0;701,16;683,29;37320,37164;8923,7;8914,02;26739,63875;26769,78187;39791,08646;0;23664945,2;9152,549469;0;10135964,2;11338891,96;12;12;84,81118318;94,59276201;4,7016;4,61097;3,7786;3,68769;0,923;0,92328;1,219;1,22138
Central Mountain ranges;755;755;2,6;-0,31;3;11,36279605;3;5,716068989;0,990813648;1,080114449;4,85009;4,424;12,83095723;8,310249307;8,310249307;0,131233596;8,827356194;225;227,14;1320,04;1319,04;4933,870237;4933,985295;227981,0933;1837,25;1860,21;198479,5964;8777,28;8778,71;26771,8763;26776,20934;560253,193;0;22642260,63;7287,515504;0;6944894,912;2984328,908;18;21;55;68,35419811;4,7029;4,66078;3,7773;3,73482;0,9256;0,925962;1,291;1,29341
Central Mountain ranges;727;727;0,29;-0,99;0,78;-0,307314221;0,78;-12,21097294;0,959102902;1,043041607;3,61888;3,72204;7,625;7,901234568;7,901234568;0,134770889;9,146365292;198,435;188,395;1554,23;1560,69;5107,944811;5124,921312;24326,38344;1417,38;1455,72;89230,69641;8489,74;8484,42;25539,95148;25518,00726;97826,00628;0;23385307,57;9259,605742;0;8429319,13;9671948,358;11;11;55;59,02221561;4,6993;4,71599;3,7776;3,79445;0,9217;0,921509;1,1748;1,16185
Central Mountain ranges;705;706;-1,47;-3,56;-1,43;-1,752153012;-1,43;11,73151384;0,956580733;1,02919708;8,82426;8,00813;7,375886525;11,84210526;0,348297214;4,709141274;10,51961222;194,931;205,309;1274,02;1282,06;4259,811447;4276,248286;0;520,22;573,86;15594,86332;8562,45;8555,03;25522,51898;25501,37733;10028,07897;0;22433441,04;9105,99149;0;4021199,634;3019471,682;1;1;121,0008;108,8832506;5,0926;4,95496;4,1796;4,04084;0,913;0,9141;1,1268;1,13759
Central Mountain ranges;732;730;-2,13;-1,78;-1,51;-26,20492941;-1,51;-66,74238836;0,960629921;1,033898305;10,2731;10,0242;7,96460177;10,80139373;0,675087108;2,136181575;10,05309523;114,444;111,48;1068,88;1070,3;3520,386118;3527,24249;0;349,57;337,88;5490,100006;9528,02;9522,49;28514,90047;28469,94994;24115,57964;0;23518345,94;10644,77197;0;59696801,69;22157301,59;10;9;0;20,96275969;4,733;4,65912;3,8167;3,74301;0,9163;0,916096;1,0941;1,08345
Central Mountain ranges;732;732;1,84;-0,18;1,22;-1,939852187;1,22;-4,113872006;0,970822281;1,147335423;6,71204;6,318;20,49469965;13,80208333;2,760416667;0,668449198;9,56840009;347,735;346,402;1085,41;1093,51;4074,35322;4101,376751;370999,6732;1212,06;1190,94;216874,664;9306,58;9306,35;28035,38552;28024,83635;0;0;22280979,26;8511,125097;0;341496,2566;338772,0991;29;28;90,15152303;80,51317693;3,8634;3,90377;2,9433;2,98319;0,9201;0,920573;1,3084;1,3081
Central Mountain ranges;695;694;-2,69;0,56;-1,61;-11,20891937;-1,61;-22,59987468;0,980253879;1,069230769;11,3099;11,3381;11,91919192;13,19018405;0,694220213;2,679830748;8,359575828;143,13;143,258;1535,01;1535,99;5110,077231;5112,415463;91761,16041;1230,97;1235,15;6608,770961;7300;7306,66;22247,20413;22249,54236;0;0;22928214,81;9310,938786;0;5103453,167;4948530,14;15;15;61;64,0216954;5,0585;5,06251;4,1498;4,15391;0,9086;0,908517;1,0346;1,03619
Central Mountain ranges;695;696;1,04;3,99;0,78;14,87492398;0,78;13,39210271;0,977496484;1,02962963;6,65173;6,6186;4,705882353;8,333333333;8,333333333;0,141643059;8,936666969;239,036;242,52;1875,67;1868,69;5803,776167;5789,721964;0;564,55;558,07;268,509064;7604,97;7603,19;22992,36221;22978,308;0;0;22860288,49;10320,21299;0;83781392,58;65208542,62;5;5;58,81138318;71,6289855;4,6635;4,62705;3,7491;3,71257;0,9144;0,914481;1,1825;1,19305
Central Mountain ranges;710;710;-0,73;5,09;-0,59;0,479990369;-0,59;-1,064662486;0,951742627;1,061285501;2,91899;2,75772;15,4;14,70588235;0,306372549;6,512890095;9,340778343;101,31;105,72;1827,05;1832,5;6332,554016;6347,080461;0;68;61,78;9583,6574;7756,65;7756,55;23669,09533;23655,3541;0;0;23433750,3;10183,7093;0;17647075,02;19637330,72;6;7;58,81138318;55,84278731;4,4212;4,4394;3,5016;3,51979;0,9196;0,9196;1,1516;1,15855
Central Mountain ranges;682;682;-1,27;0,23;-0,96;-3,391351665;-0,96;-3,45383158;0,961918195;1,055727554;7,03987;8,05527;12,5;11,29943503;0,594707107;2,687411598;8,391971704;201,371;207,343;1652,46;1640,62;5356,749969;5328,776248;91010,22831;1664,61;1672,52;4090,154855;7450;7443,73;22493,87686;22465,90314;0;0;22718616,15;9076,43942;0;4086442,761;3429621,001;9;10;80,15252303;82,37751446;4,9252;4,9373;4,0139;4,02668;0,9114;0,910676;1,0746;1,09752
Central Mountain ranges;698;697;1,56;-3,11;2,08;-15,69153506;2,08;-15,36957816;0,966759003;1,04023845;8,20673;8,15689;8,018867925;13,73390558;13,73390558;0,140449438;9,357384499;56,3099;63,8152;1227,29;1214,4;4021,11;3991,374674;96516,09264;646,58;683,84;10231,20016;6791,77;6790,07;20839,60833;20809,873;0;0;23351451,56;10740,5711;0;6187734,212;587476,699;14;15;131,0004;144,5379736;4,0797;4,10613;3,1658;3,19236;0,9139;0,913767;1,2375;1,23276
Central Mountain ranges;688;686;-5,38;0,61;-5,02;-9,874900431;-5,02;-10,91634118;0,955555556;1,02994012;15,4607;14,5815;7,094133697;13,28903654;13,28903654;0,140056022;9,674486732;192,529;195,14;1015,2;1022,16;3264,89851;3283,036438;56651,33609;542,72;547,58;2372,289004;6590,24;6580,58;20075,28314;20098,90384;0;0;22951358,73;11139,33053;0;6795540,112;6251228,969;8;7;108,8111832;89,48077972;5,4928;5,43037;4,5941;4,53062;0,8987;0,899758;1,0941;1,09619
Central Mountain ranges;683;683;0,89;-1,78;1,12;-12,51109067;1,12;-9,73190156;0,964689266;1,019402985;2,71574;3,4374;21,22905028;6,686046512;0,60782241;1,578192253;9,475744214;161,565;140,788;2025,62;2018,44;6501,181004;6488,083271;0;1485,22;1475,36;1834,677047;7800;7797,11;23638,3079;23627,77249;0;0;21609685,22;6282,635635;0;12125255,95;11921093,47;2;3;82,0004;97,64270615;4,6846;4,5887;3,7698;3,67415;0,9148;0,914519;1,0481;1,05462
Central Mountain ranges;479;479;-1,78;1,14;-1,39;5,163817859;-1,39;15,51613311;0,924710425;1,039045553;4,99861;5,03145;9,612141653;8,360128617;0,440006769;3,838383838;8,345059959;120,964;119,357;673,146;674,337;2271,499694;2271,884084;199116,5213;773,82;769,3;24007,76894;7550,04;7556;22334,1813;22334,56569;576867,7076;4012,125157;18160438,4;2174,993057;0;10254254,5;6807655,509;26;26;61,5;58,04579178;4,5989;4,57504;3,7173;3,69337;0,8816;0,881663;0,7857;0,785979
Central Mountain ranges;486;486;0,02;0,92;0,1;1,307446584;0,1;7,993438966;1,036247335;1,068131868;4,52023;4,08111;2,167182663;5,582524272;0,293817067;3,838383838;8,477608889;251,565;245,44;1060,95;1056,05;3280,226839;3267,857157;415496,4692;578,16;561,09;107426,7297;5715;5706,88;17139,3063;17126,93662;737727,7835;0;21756250,35;8493,456572;0;3747727,416;2966563,491;45;47;0;18,16449126;4,4321;4,47588;3,5488;3,59224;0,8834;0,883696;0,9233;0,923975
Central Mountain ranges;471;470;-1,89;-0,69;-2,06;-1,999632735;-2,06;14,81343947;0,955375254;1,037444934;3,45734;3,19503;5,945121951;7,62195122;0,508130081;3,112033195;9,982513172;204,444;216,46;901,734;896,623;2909,746377;2885,895428;148193,8195;542,4;536,81;26700,25896;5505,74;5495,72;16456,55456;16457,50834;736042,051;0;21813560,96;7685,588139;0;8098471,25;8140052,729;13;13;152,9625062;149,286148;4,611;4,54655;3,7293;3,66475;0,8817;0,881801;0,8342;0,833929
Central Mountain ranges;743;743;0,13;2,21;-0,02;25,77762425;-0,02;53,93885989;0,982804233;1,081513828;4,91667;5,01787;21,83544304;11,11111111;11,11111111;0,132625995;9,017657223;234,462;245,074;1432,65;1423,15;4495,85086;4469,638499;0;824,61;806,04;0;8761,6;8752,42;26703,07082;26692,19002;0;0;22184247,27;9108,367254;0;495307,8987;384139,3532;4;4;39,0004;36,48148411;4,6986;4,59896;3,7749;3,67547;0,9236;0,923425;1,2719;1,27235
Central Mountain ranges;741;740;1,42;-1,29;1,06;8,616843781;1,06;28,80096346;0,98015873;1,064655172;4,29864;4,49894;17,8041543;8,064516129;0,078296273;13,75166889;8,896890999;356,186;305,778;1487,66;1489,52;4612,920469;4618,045627;227084,0123;612,61;621,98;102963,0051;8653,9;8652,96;26394,63233;26403,5274;0;0;22586955,67;8197,152308;0;5895847,111;4427219,389;5;5;58,81138318;56,3668151;4,0617;4,04894;3,1383;3,12569;0,9235;0,923331;1,2737;1,2738
Central Mountain ranges;738;738;1,4;3,3;1;20,94308615;1;44,19838061;0,981382979;1,060344828;5,31353;5,14873;7,106598985;9,066666667;0,335802469;3,6;9,059705831;306,254;301,732;1717,74;1720,02;5214,46427;5217,357081;2001,826039;1028,56;1038,95;1099,097147;8561,69;8564,92;26204,65546;26224,94605;0;0;23461193,75;10818,43087;0;44439601,22;43788906,46;2;2;78,81118318;71,93723213;4,147;4,20434;3,2249;3,28203;0,9222;0,922382;1,2915;1,28984
Central Mountain ranges;726;725;-1,71;1,98;-2,29;17,72445905;-2,29;46,99166519;0,955263158;1,038626609;6,50463;6,72129;11,0707804;9,6875;0,745192308;1,744966443;11,35003651;285,255;285,557;1858,26;1862,18;5662,260452;5663,400512;836,287084;1438,17;1442,32;55933,2496;8430,38;8430,75;25899,81023;25914,98208;0;0;23621634,58;9918,802325;0;13272732,79;5308257,311;1;1;84,15212303;92,24343839;4,2313;4,25304;3,3115;3,33383;0,9199;0,919303;1,2555;1,25306
Central Mountain ranges;735;734;-1,31;2,62;-0,94;17,42237926;-0,94;45,1104106;0,972222222;1,01800554;3,66372;4,08397;9,018567639;6,422018349;0,802752294;1,068090788;10,09073176;128,66;129,8;1378,63;1374,33;4401,359398;4384,806066;0;486,27;470,62;12730,35971;8160,96;8164,83;24936,05613;24960,82855;31768,82231;0;22275987,15;7164,23386;0;14287918,93;14451976,57;6;6;41,0002;48,8506055;4,612;4,63354;3,6888;3,71077;0,9232;0,922779;1,0755;1,07535
Central Mountain ranges;731;730;-1,44;-0,13;-1,24;12,54554511;-1,24;39,72898622;0,966931217;1,016689847;2,02487;2,045;7,034220532;8,992805755;2,997601918;0,400534045;11,04859959;98,1301;106,123;1325,24;1323,12;4350,659525;4331,243147;0;573,56;545,51;3857,808077;8112,68;8115,38;24762,18775;24793,44455;28303,25736;0;22307149,77;8097,159878;0;1134121,247;1121457,077;5;5;168,653523;179,6998607;4,4282;4,45847;3,5052;3,53544;0,9229;0,922939;1,0923;1,08867
Central Mountain ranges;728;728;-1,33;0,84;-1,08;18,94534689;-1,08;44,27038076;0,962962963;1,015341702;2,02487;1,95877;6,456953642;7,168458781;0,651678071;1,482479784;11,45751977;81,8699;97,1573;1250,25;1247,73;4094,995159;4078,665684;0;652,05;615,05;4079,293058;8098,3;8103,32;24750,41927;24789,00543;28052,59618;0;22223952,85;9013,18806;0;3566813,739;3399698,538;4;4;237,7249391;244,499966;4,4307;4,46454;3,5083;3,54202;0,9225;0,922583;1,097;1,10445
Central Mountain ranges;742;742;3,98;1,24;4,04;14,29929922;4,04;27,36096713;0,984084881;1,056980057;8,48393;7,42881;7,334273625;6,451612903;0,258064516;3,346720214;8,810516034;309,56;312,522;1063,6;1062,25;3539,945234;3538,048191;0;646;668,45;18883,45589;7861,81;7853,97;24113,59199;24101,39627;0;0;22520369,26;7906,711501;0;3376137,407;905503,1991;11;12;192,9621062;199,3556777;3,9431;4,01092;3,0235;3,09005;0,9196;0,920875;1,2565;1,2575
Central Mountain ranges;746;745;0,47;-2,66;0,53;-14,32333896;0,53;-7,218682111;0,979002625;1,053672316;3,33711;3,92115;6,809583859;7,736389685;0,171919771;5,976095618;8,920099465;59,0362;59,6934;1123,61;1114,1;3672,224389;3641,034774;3697,231986;649,72;674,21;18562,67736;7719,5;7722,51;23661,64382;23675,62633;38020,26234;0;20644941,61;7965,457287;0;34434262,94;16227586,5;14;13;43;43,00970012;4,3407;4,28066;3,4159;3,35645;0,9248;0,92421;1,2215;1,21082
